Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Wojtuś,2021-03-13 14:13:02,00:23:11,,Big Mouth: Sezon 4: Moje nowe ja (Odcinek 1),,Google Chromecast V5 Streaming Stick,00:25:21,00:25:21,PL (Poland)
Wojtuś,2021-03-13 13:46:43,00:26:11,,Big Mouth: Sezon 3: SuperMouth (Odcinek 11),,Google Chromecast V5 Streaming Stick,00:26:11,00:26:11,PL (Poland)
Wojtuś,2021-03-13 13:46:20,00:00:06,,Big Mouth: Sezon 3: W sieci: Musical! (Odcinek 10),,Google Chromecast V5 Streaming Stick,00:28:14,00:28:14,PL (Poland)
Wojtuś,2021-03-13 13:45:56,00:00:04,,Big Mouth: Sezon 3: W sieci: Musical! (Odcinek 10),,DefaultWidevineAndroidPhone,00:26:01,Not latest view,PL (Poland)
Wojtuś,2021-03-13 13:45:44,00:00:09,,Big Mouth: Sezon 3: W sieci: Musical! (Odcinek 10),,DefaultWidevineAndroidPhone,00:25:57,Not latest view,PL (Poland)
Wojtuś,2021-03-11 22:36:58,00:24:59,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 3: W sieci: Musical! (Odcinek 10),,Sony Linux TV 2017 Uni Smart TV,00:26:43,Not latest view,PL (Poland)
Wojtuś,2021-03-11 22:10:35,00:26:15,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 3: SEKS (Odcinek 9),,Sony Linux TV 2017 Uni Smart TV,00:26:51,00:26:51,PL (Poland)
Wojtuś,2021-03-11 21:45:34,00:24:45,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 3: Ranking (Odcinek 8),,Sony Linux TV 2017 Uni Smart TV,00:26:02,00:26:02,PL (Poland)
Wojtuś,2021-03-11 13:17:20,00:24:58,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 3: Duke (Odcinek 7),,Sony Linux TV 2017 Uni Smart TV,00:25:31,00:25:31,PL (Poland)
Wojtuś,2021-03-11 12:51:46,00:25:24,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 3: Jak osiągnąć orgazm (Odcinek 6),,Sony Linux TV 2017 Uni Smart TV,00:25:56,00:25:56,PL (Poland)
Wojtuś,2021-03-11 12:23:23,00:25:53,,Big Mouth: Sezon 3: Floryda (Odcinek 5),,Sony Linux TV 2017 Uni Smart TV,00:25:57,00:25:57,PL (Poland)
Wojtuś,2021-03-11 11:58:14,00:24:58,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 3: Obsesja trwa (Odcinek 4),,Sony Linux TV 2017 Uni Smart TV,00:25:30,00:25:30,PL (Poland)
Wojtuś,2021-03-11 11:32:22,00:25:42,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 3: Smartfonowa obsesja (Odcinek 3),,Sony Linux TV 2017 Uni Smart TV,00:26:15,00:26:15,PL (Poland)
Wojtuś,2021-03-11 11:05:57,00:25:30,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 3: Laski też są wkurzone (Odcinek 2),,Sony Linux TV 2017 Uni Smart TV,00:28:43,00:28:43,PL (Poland)
Wojtuś,2021-03-10 13:46:02,00:43:12,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 3: Kosmate amory (Odcinek 1),,Sony Linux TV 2017 Uni Smart TV,00:44:48,00:44:48,PL (Poland)
Wojtuś,2021-03-10 13:17:28,00:26:15,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 2: Departament Pokwitania (Odcinek 10),,Sony Linux TV 2017 Uni Smart TV,00:26:47,00:26:47,PL (Poland)
Wojtuś,2021-03-10 12:52:20,00:24:59,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 2: Buziak albo szczerość (Odcinek 9),,Sony Linux TV 2017 Uni Smart TV,00:25:33,00:25:33,PL (Poland)
Wojtuś,2021-03-10 12:28:17,00:23:42,,Big Mouth: Sezon 2: Ciemna strona cycka (Odcinek 8),,Sony Linux TV 2017 Uni Smart TV,00:25:18,00:25:18,PL (Poland)
Wojtuś,2021-03-10 12:02:36,00:25:22,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 2: Guy Town (Odcinek 7),,Sony Linux TV 2017 Uni Smart TV,00:24:53,00:24:53,PL (Poland)
Wojtuś,2021-03-10 12:01:23,00:00:46,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 2: Wspólne ćpanie (Odcinek 6),,Sony Linux TV 2017 Uni Smart TV,00:26:55,00:26:55,PL (Poland)
Wojtuś,2021-03-09 22:43:49,00:25:06,,Big Mouth: Sezon 2: Wspólne ćpanie (Odcinek 6),,Sony Linux TV 2017 Uni Smart TV,00:25:38,Not latest view,PL (Poland)
Wojtuś,2021-03-09 22:17:36,00:25:15,,Big Mouth: Sezon 2: The Planned Parenthood Show (Odcinek 5),,Sony Linux TV 2017 Uni Smart TV,00:25:20,00:25:20,PL (Poland)
Wojtuś,2021-03-09 21:52:41,00:24:30,,Big Mouth: Sezon 2: Steve i jego pierwszy raz (Odcinek 4),,Sony Linux TV 2017 Uni Smart TV,00:24:53,00:24:53,PL (Poland)
Wojtuś,2021-03-09 21:26:29,00:25:02,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 2: Czarodziej Wstydziuch (Odcinek 3),,Sony Linux TV 2017 Uni Smart TV,00:25:35,00:25:35,PL (Poland)
Wojtuś,2021-03-09 20:59:09,00:25:04,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 2: O co chodzi z tymi cyckami? (Odcinek 2),,Sony Linux TV 2017 Uni Smart TV,00:25:37,00:25:37,PL (Poland)
Wojtuś,2021-03-09 20:34:50,00:23:53,,Big Mouth: Sezon 2: Czy to normalne? (Odcinek 1),,Sony Linux TV 2017 Uni Smart TV,00:23:56,00:23:56,PL (Poland)
Wojtuś,2021-03-09 20:09:09,00:25:34,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 1: Pornolandia (Odcinek 10),,Sony Linux TV 2017 Uni Smart TV,00:26:04,00:26:04,PL (Poland)
Wojtuś,2021-03-09 19:44:21,00:24:05,,Big Mouth: Sezon 1: Przetrwałem bat micwę Jessi (Odcinek 9),,Sony Linux TV 2017 Uni Smart TV,00:25:26,00:25:26,PL (Poland)
Wojtuś,2021-03-09 19:19:24,00:24:47,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 1: Popychanie głowy (Odcinek 8),,Sony Linux TV 2017 Uni Smart TV,00:25:19,00:25:19,PL (Poland)
Wojtuś,2021-03-09 18:53:34,00:24:38,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 1: Requiem dla mokrego snu (Odcinek 7),,Sony Linux TV 2017 Uni Smart TV,00:25:49,00:25:49,PL (Poland)
Wojtuś,2021-03-08 22:45:10,00:00:20,Autoplayed: user action: None; ,Big Mouth: Sezon 1: Requiem dla mokrego snu (Odcinek 7),,Sony Linux TV 2017 Uni Smart TV,00:00:24,Not latest view,PL (Poland)
Wojtuś,2021-03-08 22:19:34,00:25:30,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 1: Gadająca poduszka (Odcinek 6),,Sony Linux TV 2017 Uni Smart TV,00:26:00,00:26:00,PL (Poland)
Wojtuś,2021-03-08 21:52:50,00:25:28,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 1: Laski też są napalone (Odcinek 5),,Sony Linux TV 2017 Uni Smart TV,00:25:59,00:25:59,PL (Poland)
Wojtuś,2021-03-08 21:25:34,00:25:44,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 1: Nocowanka — męczący popis emocjonalnej brutalności (Odcinek 4),,Sony Linux TV 2017 Uni Smart TV,00:25:44,00:25:44,PL (Poland)
Wojtuś,2021-03-03 22:31:23,00:25:23,,Big Mouth: Sezon 1: Czy jestem gejem? (Odcinek 3),,Sony Linux TV 2017 Uni Smart TV,00:25:53,00:25:53,PL (Poland)
Wojtuś,2021-03-03 22:07:34,00:23:37,Autoplayed: user action: Unspecified; ,Big Mouth: Sezon 1: Każdy krwawi (Odcinek 2),,Sony Linux TV 2017 Uni Smart TV,00:24:08,00:24:08,PL (Poland)
Wojtuś,2021-03-03 21:43:18,00:22:52,,Big Mouth: Sezon 1: Ejakulacja (Odcinek 1),,Sony Linux TV 2017 Uni Smart TV,00:24:52,00:24:52,PL (Poland)
Wojtuś,2021-03-03 21:43:07,00:00:02,Autoplayed: user action: None; ,Big Mouth: Sezon 1: Każdy krwawi (Odcinek 2),,Sony Linux TV 2017 Uni Smart TV,00:00:02,Not latest view,PL (Poland)
Wojtuś,2021-03-03 21:39:31,00:02:20,Autoplayed: user action: Unspecified; ,Głowa rodziny: Sezon 12: Skarb (Odcinek 1),,Sony Linux TV 2017 Uni Smart TV,00:02:45,00:02:45,PL (Poland)
Wojtuś,2021-02-27 12:01:02,01:17:16,,Stranger Things: Stranger Things 3: Rozdział ósmy: Bitwa o Starcourt (Odcinek 8),,Google Chromecast V5 Streaming Stick,01:17:16,01:17:16,PL (Poland)
Wojtuś,2021-02-27 11:09:06,00:51:48,,Stranger Things: Stranger Things 3: Rozdział siódmy: Ukąszenie (Odcinek 7),,Google Chromecast V5 Streaming Stick,00:51:48,00:51:48,PL (Poland)
Wojtuś,2021-02-27 11:08:39,00:00:14,,Stranger Things: Stranger Things 3: Rozdział siódmy: Ukąszenie (Odcinek 7),,DefaultWidevineAndroidPhone,00:00:14,Not latest view,PL (Poland)
Wojtuś,2021-02-25 22:59:50,00:00:07,Autoplayed: user action: None; ,Stranger Things: Stranger Things 3: Rozdział siódmy: Ukąszenie (Odcinek 7),,Sony Linux TV 2017 Uni Smart TV,00:00:11,Not latest view,PL (Poland)
Wojtuś,2021-02-25 22:02:53,00:56:20,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 3: Rozdział szósty: E pluribus unum (Odcinek 6),,Sony Linux TV 2017 Uni Smart TV,00:56:24,00:56:24,PL (Poland)
Wojtuś,2021-02-25 21:11:08,00:48:56,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 3: Rozdział piąty: Złupieni (Odcinek 5),,Sony Linux TV 2017 Uni Smart TV,00:49:00,00:49:00,PL (Poland)
Wojtuś,2021-02-25 20:21:29,00:48:55,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 3: Rozdział czwarty: Próba sauny (Odcinek 4),,Sony Linux TV 2017 Uni Smart TV,00:49:44,00:49:44,PL (Poland)
Wojtuś,2021-02-25 19:31:43,00:46:46,,Stranger Things: Stranger Things 3: Rozdział trzeci: Sprawa zaginionej ratowniczki (Odcinek 3),,Sony Linux TV 2017 Uni Smart TV,00:46:48,00:46:48,PL (Poland)
Wojtuś,2021-02-25 19:31:08,00:00:02,Autoplayed: user action: None; ,Stranger Things: Stranger Things 3: Rozdział czwarty: Próba sauny (Odcinek 4),,Sony Linux TV 2017 Uni Smart TV,00:00:02,Not latest view,PL (Poland)
Wojtuś,2020-12-16 09:25:53,00:29:39,,Chłopaki z baraków: Sezon 11: Waląca k***a futrzana dziwka (Odcinek 1),,Sony Linux TV 2017 Uni Smart TV,00:29:39,00:29:39,PL (Poland)
Wojtuś,2020-12-12 22:18:06,00:46:14,,Stranger Things: Stranger Things 3: Rozdział drugi: Szczury z supermarketu (Odcinek 2),,Netflix Opera Other,00:47:00,00:47:00,PL (Poland)
Wojtuś,2020-12-12 21:53:18,00:23:37,,"Stranger Things: Stranger Things 3: Rozdział pierwszy: Suzie, słyszysz mnie? (Odcinek 1)",,Netflix Opera Other,00:47:25,00:47:25,PL (Poland)
Wojtuś,2020-12-10 23:09:52,00:23:04,,"Stranger Things: Stranger Things 3: Rozdział pierwszy: Suzie, słyszysz mnie? (Odcinek 1)",,Sony Linux TV 2017 Uni Smart TV,00:23:49,Not latest view,PL (Poland)
Wojtuś,2020-12-10 22:24:51,00:36:42,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 2: Rozdział dziewiąty: Przejście (Odcinek 9),,Sony Linux TV 2017 Uni Smart TV,00:59:05,00:59:05,PL (Poland)
Wojtuś,2020-12-10 20:45:52,00:21:49,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 2: Rozdział dziewiąty: Przejście (Odcinek 9),,Sony Linux TV 2017 Uni Smart TV,00:22:37,Not latest view,PL (Poland)
Wojtuś,2020-12-10 19:52:39,00:44:47,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 2: Rozdział ósmy: Łupieżca umysłów (Odcinek 8),,Sony Linux TV 2017 Uni Smart TV,00:44:51,00:44:51,PL (Poland)
Wojtuś,2020-12-10 19:08:29,00:42:30,Autoplayed: user action: Unspecified; ,Stranger Things: Stranger Things 2: Rozdział siódmy: Zaginiona siostra (Odcinek 7),,Sony Linux TV 2017 Uni Smart TV,00:42:30,00:42:30,PL (Poland)
Wojtuś,2020-12-08 19:05:05,00:49:43,,Stranger Things: Stranger Things 2: Rozdział szósty: Szpieg (Odcinek 6),,Netflix Opera Other,00:48:51,00:48:51,PL (Poland)
Wojtuś,2020-12-08 17:32:20,00:00:02,,Stranger Things: Stranger Things 2: Rozdział szósty: Szpieg (Odcinek 6),,Netflix Opera Other,00:00:06,Not latest view,PL (Poland)
Wojtuś,2020-12-08 16:34:41,00:55:11,,Stranger Things: Stranger Things 2: Rozdział piąty: Dig Dug (Odcinek 5),,Netflix Opera Other,00:55:03,00:55:03,PL (Poland)
Wojtuś,2020-12-08 16:34:03,00:00:34,,Stranger Things: Stranger Things 2: Rozdział czwarty: Will Roztropny (Odcinek 4),,Netflix Opera Other,00:45:06,00:45:06,PL (Poland)
Wojtuś,2020-12-08 14:42:10,00:42:28,,Stranger Things: Stranger Things 2: Rozdział czwarty: Will Roztropny (Odcinek 4),,Netflix Opera Other,00:43:12,Not latest view,PL (Poland)
Wojtuś,2020-12-05 19:11:38,00:00:02,,Stranger Things: Stranger Things 2: Rozdział czwarty: Will Roztropny (Odcinek 4),,Google Chromecast V5 Streaming Stick,00:00:02,Not latest view,PL (Poland)
Wojtuś,2020-12-05 18:02:29,00:40:21,,Stranger Things: Stranger Things 2: Rozdział trzeci: Kijanka (Odcinek 3),,Google Chromecast V5 Streaming Stick,00:47:57,00:47:57,PL (Poland)
Wojtuś,2020-12-05 18:02:07,00:00:04,,Stranger Things: Stranger Things 2: Rozdział trzeci: Kijanka (Odcinek 3),,DefaultWidevineAndroidPhone,00:07:38,Not latest view,PL (Poland)
Wojtuś,2020-12-05 17:54:48,00:07:02,,Stranger Things: Stranger Things 2: Rozdział trzeci: Kijanka (Odcinek 3),,Google Chromecast V5 Streaming Stick,00:07:43,Not latest view,PL (Poland)
Wojtuś,2020-12-05 17:54:21,00:00:07,,Stranger Things: Stranger Things 2: Rozdział trzeci: Kijanka (Odcinek 3),,DefaultWidevineAndroidPhone,00:00:08,Not latest view,PL (Poland)
Wojtuś,2020-12-05 14:04:47,00:00:03,Autoplayed: user action: None; ,Chłopaki z baraków: Sezon 11: Waląca k***a futrzana dziwka (Odcinek 1),,Netflix Opera Other,00:00:08,Not latest view,PL (Poland)
Wojtuś,2020-12-05 13:38:56,00:23:23,,"Chłopaki z baraków: Sezon 10: Wygląda na to, że gorzała wygrywa (Odcinek 10)",,Netflix Opera Other,00:23:59,00:23:59,PL (Poland)
Wojtuś,2020-12-04 09:15:25,00:24:44,,"Chłopaki z baraków: Sezon 10: Odje****ś numer, ziom (Odcinek 9)",,Netflix Opera Other,00:25:16,00:25:16,PL (Poland)
Wojtuś,2020-12-03 22:12:27,00:11:28,,Bogdan Boner: Egzorcysta: Sezon 1: Opętany (Odcinek 13),,Netflix Opera Other,00:11:34,00:11:34,PL (Poland)
Wojtuś,2020-12-03 22:01:43,00:10:44,,Bogdan Boner: Egzorcysta: Sezon 1: Szczęśliwy dzień (Odcinek 12),,Netflix Opera Other,00:10:50,00:10:50,PL (Poland)
Wojtuś,2020-12-03 21:50:15,00:11:27,,Bogdan Boner: Egzorcysta: Sezon 1: Skrzydła anielskie (Odcinek 11),,Netflix Opera Other,00:11:33,00:11:33,PL (Poland)
Wojtuś,2020-12-03 21:37:57,00:11:47,Autoplayed: user action: None; ,Bogdan Boner: Egzorcysta: Sezon 1: Horror w Castel Gandolfo (Odcinek 10),,Netflix Opera Other,00:11:52,00:11:52,PL (Poland)
Wojtuś,2020-12-03 21:26:42,00:11:15,Autoplayed: user action: None; ,Bogdan Boner: Egzorcysta: Sezon 1: Złoty Budda (Odcinek 9),,Netflix Opera Other,00:11:21,00:11:21,PL (Poland)
Wojtuś,2020-12-03 21:15:44,00:10:57,Autoplayed: user action: None; ,Bogdan Boner: Egzorcysta: Sezon 1: Przeklęta reklama (Odcinek 8),,Netflix Opera Other,00:11:03,00:11:03,PL (Poland)
Wojtuś,2020-12-03 21:04:54,00:10:49,Autoplayed: user action: None; ,Bogdan Boner: Egzorcysta: Sezon 1: Noworodek z piekła rodem (Odcinek 7),,Netflix Opera Other,00:10:54,00:10:54,PL (Poland)
Wojtuś,2020-12-03 20:51:59,00:12:10,Autoplayed: user action: None; ,Bogdan Boner: Egzorcysta: Sezon 1: Bill Dwie Lufy (Odcinek 6),,Netflix Opera Other,00:12:15,00:12:15,PL (Poland)
Wojtuś,2020-12-03 20:39:00,00:10:51,Autoplayed: user action: Unspecified; ,Bogdan Boner: Egzorcysta: Sezon 1: Ponury chłeptun (Odcinek 5),,Netflix Opera Other,00:10:56,00:10:56,PL (Poland)
Wojtuś,2020-12-03 20:28:11,00:10:27,,"Bogdan Boner: Egzorcysta: Sezon 1: Gdzie diabeł nie może, tam babę pośle (Odcinek 4)",,Netflix Opera Other,00:10:27,00:10:27,PL (Poland)
Wojtuś,2020-12-03 20:16:52,00:11:17,,Bogdan Boner: Egzorcysta: Sezon 1: Antychrystozaur (Odcinek 3),,Netflix Opera Other,00:11:22,00:11:22,PL (Poland)
Wojtuś,2020-12-03 20:11:56,00:04:55,,Bogdan Boner: Egzorcysta: Sezon 1: Piekielna prohibicja (Odcinek 1),,Netflix Opera Other,00:16:43,00:16:43,PL (Poland)
Wojtuś,2020-12-03 20:11:46,00:00:07,,Bogdan Boner: Egzorcysta: Sezon 1: Horror w Castel Gandolfo (Odcinek 10),,Netflix Opera Other,00:00:12,Not latest view,PL (Poland)
Wojtuś,2020-12-03 09:40:37,00:10:57,,Bogdan Boner: Egzorcysta: Sezon 1: Prawo niespodzianki (Odcinek 2),,Netflix Opera Other,00:10:48,00:10:48,PL (Poland)
Wojtuś,2020-12-03 09:29:19,00:00:03,Autoplayed: user action: None; ,Bogdan Boner: Egzorcysta: Sezon 1: Prawo niespodzianki (Odcinek 2),,Netflix Opera Other,00:00:08,Not latest view,PL (Poland)
Wojtuś,2020-12-03 09:15:54,00:11:48,,Bogdan Boner: Egzorcysta: Sezon 1: Piekielna prohibicja (Odcinek 1),,Netflix Opera Other,00:11:48,Not latest view,PL (Poland)
Wojtuś,2020-11-25 08:44:41,00:26:09,Autoplayed: user action: Unspecified; ,Chłopaki z baraków: Sezon 10: Błyszczący kowboj (Odcinek 8),,Sony Linux TV 2017 Uni Smart TV,00:26:45,00:26:45,PL (Poland)
Wojtuś,2020-11-24 15:23:50,00:24:43,Autoplayed: user action: Unspecified; ,Chłopaki z baraków: Sezon 10: Idziemy w palenie (Odcinek 7),,Sony Linux TV 2017 Uni Smart TV,00:25:25,00:25:25,PL (Poland)
Wojtuś,2020-11-24 15:00:27,00:22:34,Autoplayed: user action: Unspecified; ,"Chłopaki z baraków: Sezon 10: Tyle trawy, ile dusza zapragnie (Odcinek 6)",,Sony Linux TV 2017 Uni Smart TV,00:23:16,00:23:16,PL (Poland)
Wojtuś,2020-11-24 14:38:08,00:22:12,Autoplayed: user action: None; ,"Chłopaki z baraków: Sezon 10: Jak w coś nie wierzysz, to tego nie ma (Odcinek 5)",,Sony Linux TV 2017 Uni Smart TV,00:22:17,00:22:17,PL (Poland)
Wojtuś,2020-11-24 14:12:22,00:25:39,Autoplayed: user action: None; ,Chłopaki z baraków: Sezon 10: Obs***y ząb Sama (Odcinek 4),,Sony Linux TV 2017 Uni Smart TV,00:25:44,00:25:44,PL (Poland)
Wojtuś,2020-11-24 13:57:28,00:14:42,Autoplayed: user action: Unspecified; ,Chłopaki z baraków: Sezon 10: Trzy zas***e lesby (Odcinek 3),,Sony Linux TV 2017 Uni Smart TV,00:27:39,00:27:39,PL (Poland)
Wojtuś,2020-11-21 14:41:30,00:00:04,,Stranger Things: Stranger Things 2: Rozdział trzeci: Kijanka (Odcinek 3),,Google Chromecast V5 Streaming Stick,00:00:04,Not latest view,PL (Poland)
Wojtuś,2020-11-21 13:43:49,00:52:52,,"Stranger Things: Stranger Things 2: Rozdział drugi: Cukierek albo psikus, dziwaku (Odcinek 2)",,Google Chromecast V5 Streaming Stick,00:52:52,00:52:52,PL (Poland)
Wojtuś,2020-11-20 14:19:59,00:00:04,,Chłopaki z baraków: Sezon 10: Trzy zas***e lesby (Odcinek 3),,Netflix Opera Other,00:13:01,Not latest view,PL (Poland)
Wojtuś,2020-11-19 21:47:39,00:00:01,,"Stranger Things: Stranger Things 2: Rozdział drugi: Cukierek albo psikus, dziwaku (Odcinek 2)",,Netflix Opera Other,00:00:04,Not latest view,PL (Poland)
Wojtuś,2020-11-19 21:03:12,00:44:24,,Stranger Things: Stranger Things 2: Rozdział pierwszy: Mad Max (Odcinek 1),,Netflix Opera Other,00:45:14,00:45:14,PL (Poland)
Wojtuś,2020-11-19 14:57:05,00:14:13,Autoplayed: user action: Unspecified; ,Chłopaki z baraków: Sezon 10: Trzy zas***e lesby (Odcinek 3),,Sony Linux TV 2017 Uni Smart TV,00:14:13,Not latest view,PL (Poland)
Wojtuś,2020-11-14 08:54:36,00:00:05,,Stranger Things: Stranger Things 2: Rozdział pierwszy: Mad Max (Odcinek 1),,Sony Linux TV 2017 Uni Smart TV,00:00:09,Not latest view,PL (Poland)
Wojtuś,2020-11-14 07:35:55,00:52:05,,Stranger Things: Sezon 1: Rozdział ósmy: Druga strona (Odcinek 8),,Sony Linux TV 2017 Uni Smart TV,00:52:52,00:52:52,PL (Poland)
Wojtuś,2020-11-13 23:32:37,00:00:04,Autoplayed: user action: None; ,Stranger Things: Sezon 1: Rozdział ósmy: Druga strona (Odcinek 8),,Sony Linux TV 2017 Uni Smart TV,00:00:08,Not latest view,PL (Poland)
Wojtuś,2020-11-13 22:52:25,00:40:01,Autoplayed: user action: Unspecified; ,Stranger Things: Sezon 1: Rozdział siódmy: Wanna (Odcinek 7),,Sony Linux TV 2017 Uni Smart TV,00:40:04,00:40:04,PL (Poland)
Wojtuś,2020-11-13 22:15:20,00:36:40,Autoplayed: user action: Unspecified; ,Stranger Things: Sezon 1: Rozdział szósty: Potwór (Odcinek 6),,Sony Linux TV 2017 Uni Smart TV,00:44:45,00:44:45,PL (Poland)
Wojtuś,2020-11-13 21:52:14,00:08:03,Autoplayed: user action: Unspecified; ,Stranger Things: Sezon 1: Rozdział szósty: Potwór (Odcinek 6),,Sony Linux TV 2017 Uni Smart TV,00:08:07,Not latest view,PL (Poland)
Wojtuś,2020-11-13 20:57:52,00:51:01,Autoplayed: user action: Unspecified; ,Stranger Things: Sezon 1: Rozdział piąty: Pchła i akrobata (Odcinek 5),,Sony Linux TV 2017 Uni Smart TV,00:51:01,00:51:01,PL (Poland)
Wojtuś,2020-11-12 22:15:27,00:47:23,Autoplayed: user action: Unspecified; ,Stranger Things: Sezon 1: Rozdział czwarty: Ciało (Odcinek 4),,Sony Linux TV 2017 Uni Smart TV,00:48:11,00:48:11,PL (Poland)
Wojtuś,2020-11-12 21:25:31,00:49:03,,Stranger Things: Sezon 1: Rozdział trzeci: Wśród nocnej ciszy (Odcinek 3),,Sony Linux TV 2017 Uni Smart TV,00:49:51,00:49:51,PL (Poland)
Wojtuś,2020-11-12 21:07:13,00:16:16,Autoplayed: user action: Unspecified; ,Stranger Things: Sezon 1: Rozdział drugi: Dziwadło na Maple Street (Odcinek 2),,Sony Linux TV 2017 Uni Smart TV,00:53:23,00:53:23,PL (Poland)
Wojtuś,2020-11-12 16:18:21,00:36:23,Autoplayed: user action: Unspecified; ,Stranger Things: Sezon 1: Rozdział drugi: Dziwadło na Maple Street (Odcinek 2),,Sony Linux TV 2017 Uni Smart TV,00:37:12,Not latest view,PL (Poland)
Wojtuś,2020-11-12 15:30:14,00:46:27,,Stranger Things: Sezon 1: Rozdział pierwszy: Zniknięcie Willa Byersa (Odcinek 1),,Sony Linux TV 2017 Uni Smart TV,00:46:27,00:46:27,PL (Poland)
Wojtuś,2020-11-11 12:08:11,00:26:17,,Chłopaki z baraków: Sezon 10: Wyssij sobie czynsz z czubka mojego f***a (Odcinek 2),,Netflix Opera Other,00:29:15,00:29:15,PL (Poland)
Wojtuś,2020-11-11 10:04:48,00:03:00,Autoplayed: user action: Unspecified; ,Chłopaki z baraków: Sezon 10: Wyssij sobie czynsz z czubka mojego f***a (Odcinek 2),,Sony Linux TV 2017 Uni Smart TV,00:03:00,Not latest view,PL (Poland)
Wojtuś,2020-11-11 08:09:55,00:24:03,,Chłopaki z baraków: Sezon 10: Freedom 45? (Odcinek 1),,Sony Linux TV 2017 Uni Smart TV,00:26:24,00:26:24,PL (Poland)
Wojtuś,2020-11-11 07:58:47,00:00:56,Autoplayed: user action: Unspecified; ,Chłopaki z baraków: Sezon 10: Freedom 45? (Odcinek 1),,Sony Linux TV 2017 Uni Smart TV,00:00:56,Not latest view,PL (Poland)
Wojtuś,2020-11-08 17:51:45,00:21:18,,Atypowy: Sezon 2: Rytua-pyszny (Odcinek 9),,Google Chromecast V5 Streaming Stick,00:20:34,00:20:34,PL (Poland)
Wojtuś,2020-11-08 17:51:34,00:00:05,,Atypowy: Sezon 2: Pooglądajmy pingwiny (Odcinek 2),,Google Chromecast V5 Streaming Stick,00:00:05,00:00:05,PL (Poland)
Wojtuś,2020-11-08 17:51:04,00:00:18,,Atypowy: Sezon 3: Sam idzie na spacer (Odcinek 9),,Google Chromecast V5 Streaming Stick,00:00:21,00:00:21,PL (Poland)
Wojtuś,2020-11-08 17:50:39,00:00:05,,Atypowy: Sezon 3: Sam idzie na spacer (Odcinek 9),,DefaultWidevineAndroidPhone,00:00:04,Not latest view,PL (Poland)
Wojtuś,2020-11-07 14:49:37,00:49:37,,Narcos: Sezon 3: Powrót do Cali (Odcinek 10),,Google Chromecast V5 Streaming Stick,00:49:53,00:49:53,PL (Poland)
Wojtuś,2020-11-07 14:03:43,00:45:46,,Narcos: Sezon 3: Todos Los Hombres del Presidente (Odcinek 9),,Google Chromecast V5 Streaming Stick,00:46:05,00:46:05,PL (Poland)
Wojtuś,2020-11-07 14:03:08,00:00:17,,Narcos: Sezon 3: Todos Los Hombres del Presidente (Odcinek 9),,DefaultWidevineAndroidPhone,00:00:20,Not latest view,PL (Poland)
Wojtuś,2020-11-07 14:02:29,00:00:04,,Narcos: Sezon 3: Todos Los Hombres del Presidente (Odcinek 9),,DefaultWidevineAndroidPhone,00:00:04,Not latest view,PL (Poland)
Wojtuś,2020-11-03 15:05:04,00:00:08,Autoplayed: user action: None; ,Narcos: Sezon 3: Todos Los Hombres del Presidente (Odcinek 9),,Sony Linux TV 2017 Uni Smart TV,00:00:24,Not latest view,PL (Poland)
Wojtuś,2020-11-03 14:14:41,00:49:12,Autoplayed: user action: Unspecified; ,Narcos: Sezon 3: Convivir (Odcinek 8),,Sony Linux TV 2017 Uni Smart TV,00:50:23,00:50:23,PL (Poland)
Wojtuś,2020-11-03 13:26:24,00:47:42,Autoplayed: user action: Unspecified; ,Narcos: Sezon 3: Sin Salida (Odcinek 7),,Sony Linux TV 2017 Uni Smart TV,00:49:10,00:49:10,PL (Poland)
